activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,595187,[],CHEMBL872498,Compound was tested for inhibition of [125I]RTI-55 binding to dopamine transporter in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1C2CCC1C(C(=O)NCCCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,,,CHEMBL1136813,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '12.24', 'le': '0.24', 'lle': '0.77', 'sei': '12.64'}",CHEMBL307314,,CHEMBL307314,8.17,0,http://www.openphacts.org/units/Nanomolar,119328,=,1,1,=,,Ki,nM,,6.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,6.7
,603999,[],CHEMBL872498,Compound was tested for inhibition of [125I]RTI-55 binding to dopamine transporter in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,,,CHEMBL1136813,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '12.02', 'le': '0.24', 'lle': '1.74', 'sei': '11.11'}",CHEMBL303266,,CHEMBL303266,7.19,0,http://www.openphacts.org/units/Nanomolar,119326,=,1,1,=,,Ki,nM,,65.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,65.1
,619230,[],CHEMBL872498,Compound was tested for inhibition of [125I]RTI-55 binding to dopamine transporter in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1136813,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '21.64', 'le': '0.41', 'lle': '4.70', 'sei': '11.76'}",CHEMBL370805,COCAINE,CHEMBL370805,6.57,1,http://www.openphacts.org/units/Nanomolar,119325,=,1,1,=,,Ki,nM,,272.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,272.0
,622791,[],CHEMBL872498,Compound was tested for inhibition of [125I]RTI-55 binding to dopamine transporter in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,,,CHEMBL1136813,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '30.49', 'le': '0.61', 'lle': '5.88', 'sei': '30.33'}",CHEMBL306208,,CHEMBL306208,8.96,0,http://www.openphacts.org/units/Nanomolar,119330,=,1,1,=,,Ki,nM,,1.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,1.1
,634920,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL2029054,,CHEMBL2029054,,0,http://www.openphacts.org/units/Nanomolar,221270,>,1,1,>,,Ki,nM,,10000000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10000.0
,638610,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O)c(OC)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL119605,,CHEMBL119605,,0,http://www.openphacts.org/units/Nanomolar,221278,=,1,1,=,,Ki,nM,,2814000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,2814.0
,639758,[],CHEMBL675647,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter; Average of two experiments,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(OC)c(O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL325669,,CHEMBL325669,,0,http://www.openphacts.org/units/Nanomolar,221277,=,1,1,=,,Ki,nM,,353000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,353.0
,647046,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(OS(=O)(=O)[O-])c(OC)ccc12)c1cccs1.[Na+],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL420142,,CHEMBL1207614,,0,http://www.openphacts.org/units/Nanomolar,221272,>,1,1,>,,Ki,nM,,10000000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10000.0
,649449,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL2029052,,CHEMBL2029052,,0,http://www.openphacts.org/units/Nanomolar,221273,>,1,1,>,,Ki,nM,,10000000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10000.0
,651901,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(OC)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL2029055,,CHEMBL2029055,,0,http://www.openphacts.org/units/Nanomolar,221271,>,1,1,>,,Ki,nM,,10000000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10000.0
,652285,[],CHEMBL670175,Ability to inhibit the reuptake of dopamine at human dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,,,CHEMBL1136501,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '22.26', 'le': '0.43', 'lle': '1.99', 'sei': '31.14'}",CHEMBL1175,DULOXETINE,CHEMBL1175,6.62,0,http://www.openphacts.org/units/Nanomolar,268968,=,1,1,=,,Ki,nM,,240.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,240.0
,654156,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O)c(O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL326713,,CHEMBL326713,,0,http://www.openphacts.org/units/Nanomolar,221275,>,1,1,>,,Ki,nM,,10000000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10000.0
,656577,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O)c(O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL326713,,CHEMBL326713,,0,http://www.openphacts.org/units/Nanomolar,221276,=,1,1,=,,Ki,nM,,7275000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,7275.0
,657706,[],CHEMBL675646,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL2029053,,CHEMBL2029053,,0,http://www.openphacts.org/units/Nanomolar,221274,=,1,1,=,,Ki,nM,,3509000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,3509.0
,659085,[],CHEMBL675647,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter; Average of two experiments,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2cc(O)ccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL332098,,CHEMBL332098,,0,http://www.openphacts.org/units/Nanomolar,221281,=,1,1,=,,Ki,nM,,163500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,163.5
,662617,[],CHEMBL674998,Ability to inhibit [3H]WIN-35428 binding to cloned human dopamine (DA) transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL1175,DULOXETINE,CHEMBL1175,,0,http://www.openphacts.org/units/Nanomolar,221269,=,1,1,=,,Ki,nM,,240000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,240.0
,666616,[],CHEMBL675647,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter; Average of two experiments,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1cccc2c(O)cccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL324967,,CHEMBL324967,,0,http://www.openphacts.org/units/Nanomolar,221279,=,1,1,=,,Ki,nM,,240500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,240.5
,669132,[],CHEMBL675647,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter; Average of two experiments,B,,,BAO_0000192,BAO_0000357,single protein format,CNCC[C@H](Oc1ccc(O)c2ccccc12)c1cccs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149199,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL332097,,CHEMBL332097,,0,http://www.openphacts.org/units/Nanomolar,221280,=,1,1,=,,Ki,nM,,130000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,130.0
,714860,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '20.60', 'le': '0.43', 'lle': '0.93', 'sei': '57.24'}",CHEMBL344513,,CHEMBL344513,6.89,0,http://www.openphacts.org/units/Nanomolar,285312,=,1,1,=,,Ki,nM,,130.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,130.0
,714861,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '19.24', 'le': '0.40', 'lle': '0.47', 'sei': '53.46'}",CHEMBL344513,,CHEMBL344513,6.43,0,http://www.openphacts.org/units/Nanomolar,285312,=,1,1,=,,Ki,nM,,370.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,370.0
,714873,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '21.50', 'le': '0.40', 'lle': '4.65', 'sei': '11.68'}",CHEMBL370805,COCAINE,CHEMBL370805,6.52,0,http://www.openphacts.org/units/Nanomolar,285331,=,1,1,=,,Ki,nM,,300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,300.0
,714874,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '21.37', 'le': '0.40', 'lle': '4.61', 'sei': '11.61'}",CHEMBL370805,COCAINE,CHEMBL370805,6.48,0,http://www.openphacts.org/units/Nanomolar,285331,=,1,1,=,,Ki,nM,,330.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,330.0
,714886,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CN([C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21)C(C)(C)C,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '15.94', 'le': '0.33', 'lle': '-0.75', 'sei': '171.38'}",CHEMBL356531,,CHEMBL356531,5.55,0,http://www.openphacts.org/units/Nanomolar,285328,=,1,1,=,,Ki,nM,,2800.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,2800.0
,714887,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CN([C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21)C(C)(C)C,,,CHEMBL1133565,J. Med. Chem.,2000.0,,CHEMBL356531,,CHEMBL356531,,0,http://www.openphacts.org/units/Nanomolar,285328,>,1,1,>,,Ki,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,10.0
,716040,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)N(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '18.45', 'le': '0.38', 'lle': '0.26', 'sei': '190.35'}",CHEMBL344110,,CHEMBL344110,6.17,0,http://www.openphacts.org/units/Nanomolar,285318,=,1,1,=,,Ki,nM,,680.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,680.0
,716041,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)N(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '18.00', 'le': '0.37', 'lle': '0.11', 'sei': '185.73'}",CHEMBL344110,,CHEMBL344110,6.02,0,http://www.openphacts.org/units/Nanomolar,285318,=,1,1,=,,Ki,nM,,960.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,960.0
,716051,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CCN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '26.42', 'le': '0.55', 'lle': '2.91', 'sei': '67.26'}",CHEMBL147983,,CHEMBL147983,8.09,0,http://www.openphacts.org/units/Nanomolar,285321,=,1,1,=,,Ki,nM,,8.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,8.1
,716052,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CCN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '23.56', 'le': '0.49', 'lle': '2.03', 'sei': '59.97'}",CHEMBL147983,,CHEMBL147983,7.21,0,http://www.openphacts.org/units/Nanomolar,285321,=,1,1,=,,Ki,nM,,61.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,61.0
,718597,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '18.51', 'le': '0.38', 'lle': '0.23', 'sei': '51.43'}",CHEMBL145940,,CHEMBL145940,6.19,0,http://www.openphacts.org/units/Nanomolar,285327,=,1,1,=,,Ki,nM,,650.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,650.0
,718598,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '17.42', 'le': '0.36', 'lle': '-0.14', 'sei': '48.41'}",CHEMBL145940,,CHEMBL145940,5.82,0,http://www.openphacts.org/units/Nanomolar,285327,=,1,1,=,,Ki,nM,,1500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,1500.0
,720772,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CN(Cc1ccccc1)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '18.10', 'le': '0.36', 'lle': '0.22', 'sei': '213.61'}",CHEMBL343211,,CHEMBL343211,6.92,0,http://www.openphacts.org/units/Nanomolar,285314,=,1,1,=,,Ki,nM,,120.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,120.0
,720773,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CN(Cc1ccccc1)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '16.37', 'le': '0.33', 'lle': '-0.44', 'sei': '193.20'}",CHEMBL343211,,CHEMBL343211,6.26,0,http://www.openphacts.org/units/Nanomolar,285314,=,1,1,=,,Ki,nM,,550.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,550.0
,720784,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CCN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '23.13', 'le': '0.48', 'lle': '1.89', 'sei': '228.67'}",CHEMBL147040,,CHEMBL147040,7.41,0,http://www.openphacts.org/units/Nanomolar,285320,=,1,1,=,,Ki,nM,,39.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,39.0
,720785,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CCN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '20.51', 'le': '0.43', 'lle': '1.05', 'sei': '202.74'}",CHEMBL147040,,CHEMBL147040,6.57,0,http://www.openphacts.org/units/Nanomolar,285320,=,1,1,=,,Ki,nM,,270.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,270.0
,721817,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '22.37', 'le': '0.47', 'lle': '1.75', 'sei': '54.34'}",CHEMBL146332,,CHEMBL146332,6.54,0,http://www.openphacts.org/units/Nanomolar,285336,=,1,1,=,,Ki,nM,,290.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,290.0
,721818,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '21.56', 'le': '0.45', 'lle': '1.51', 'sei': '52.38'}",CHEMBL146332,,CHEMBL146332,6.30,0,http://www.openphacts.org/units/Nanomolar,285336,=,1,1,=,,Ki,nM,,500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,500.0
,721828,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '26.32', 'le': '0.55', 'lle': '2.93', 'sei': '248.78'}",CHEMBL356750,,CHEMBL356750,8.06,0,http://www.openphacts.org/units/Nanomolar,285329,=,1,1,=,,Ki,nM,,8.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,8.7
,721829,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '22.60', 'le': '0.47', 'lle': '1.79', 'sei': '213.61'}",CHEMBL356750,,CHEMBL356750,6.92,0,http://www.openphacts.org/units/Nanomolar,285329,=,1,1,=,,Ki,nM,,120.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,120.0
,724162,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,Clc1ccc([C@@H]2C[C@@H](NCc3ccccc3)c3ccccc32)cc1Cl,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '19.27', 'le': '0.39', 'lle': '0.74', 'sei': '58.99'}",CHEMBL145994,,CHEMBL145994,7.10,0,http://www.openphacts.org/units/Nanomolar,285337,=,1,1,=,,Ki,nM,,80.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,80.0
,724163,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,Clc1ccc([C@@H]2C[C@@H](NCc3ccccc3)c3ccccc32)cc1Cl,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '18.70', 'le': '0.38', 'lle': '0.53', 'sei': '57.24'}",CHEMBL145994,,CHEMBL145994,6.89,0,http://www.openphacts.org/units/Nanomolar,285337,=,1,1,=,,Ki,nM,,130.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,130.0
,727947,[],CHEMBL670787,Binding affinity against cloned human dopamine transporter using 40-80 pM [125I]RTI.,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '20.18', 'le': '0.42', 'lle': '0.83', 'sei': '208.17'}",CHEMBL356981,,CHEMBL356981,6.75,0,http://www.openphacts.org/units/Nanomolar,285324,=,1,1,=,,Ki,nM,,180.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,180.0
,727948,[],CHEMBL670051,Inhibition of reuptake of [3H]DA (20 nM) by dopamine transporter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '20.11', 'le': '0.42', 'lle': '0.81', 'sei': '207.45'}",CHEMBL356981,,CHEMBL356981,6.72,0,http://www.openphacts.org/units/Nanomolar,285324,=,1,1,=,,Ki,nM,,190.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,190.0
,729029,[],CHEMBL670788,Binding affinity against human cloned dopamine transporter using 40-80 pM [125I]RTI,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(I)cc21.O=C(O)C(=O)O,,,CHEMBL1133565,J. Med. Chem.,2000.0,"{'bei': '15.06', 'le': '0.42', 'lle': '0.77', 'sei': '200.88'}",CHEMBL1202031,,CHEMBL147955,6.51,0,http://www.openphacts.org/units/Nanomolar,285322,=,1,1,=,,Ki,nM,,310.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,nM,UO_0000065,,310.0
